machineId,n_running_rows,test_R2,cv_R2_mean,cv_R2_std,RMSE,MAPE,coef,intercept
2821,17827,-0.05621180647598778,-0.0010976710198676188,0.0013320898846309165,71.79299717600388,74.83632239315867,-0.008032034007961774,65.59907594909922
2828,17767,-0.056837879533259805,-0.00013193341634718526,0.0003020208459836746,81.72938445979722,74.53004781323509,-0.0131582041624738,65.9360083826507
2831,17788,-0.04102921564023476,-0.0004913700764227702,0.00047232949291578524,60.05101912506734,77.4749081885304,-0.00816883002710038,65.90514024578945
