machineId,timestamp,Ambient_Temperature ValueY,CKT_1_RUN_Hours ValueY,CKT_2_RUN_Hours ValueY,Circuit_1_Fan_Speed ValueY,Circuit_2_Fan_Speed ValueY,Compressor_1_Load ValueY,Compressor_2_Load ValueY,Current_Temp_SP ValueY,Energy_Consumption ValueY,Flow ValueY,HP_Value_Circuit#_1 ValueY,HP_Value_Circuit#_2 ValueY,KW ValueY,LP_Value_Circuit#_1 ValueY,LP_Value_Circuit#_2 ValueY,On_Off_Status ValueY,Outlet_temperature ValueY,Running_KW_Active_Power ValueY,VRF-5-VRF-5,inlet_temperature ValueY,status,Criticality
1661,2025-01-10 06:00:00,27.8,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 06:15:00,27.8,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 06:30:00,27.8,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 06:45:00,27.8,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 07:00:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 07:15:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 07:30:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 07:45:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 08:00:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 08:15:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
1661,2025-01-10 08:30:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.9,Working,Critical
1661,2025-01-10 08:45:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.9,Working,Critical
1661,2025-01-10 09:00:00,27.7,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.9,Working,Critical
1661,2025-01-10 09:15:00,27.8,441.0,416.0,0.0,0.0,0.0,0.0,22.0,15.46,0.0,6.1,6.1,0.0,5.9,6.0,,31.0,0.0,,31.8,Working,Critical
