machineId,model_name,n_running,test_period,test_R2,train_CV_R2_mean,train_CV_R2_std,RMSE,MAPE,clears_benchmark
2821,Linear Regression,17827,2026-05-29 -> 2026-07-06,-0.05704394024922821,-0.00232513964160781,0.003039759012719816,71.82127257262701,74.86474298069629,False
2821,Random Forest (d=5),17827,2026-05-29 -> 2026-07-06,-0.03632872011035748,-0.004567578845731246,0.00533294603490184,71.11403850475966,74.84737629347616,False
2821,Gradient Boosting (d=5),17827,2026-05-29 -> 2026-07-06,0.004351666985945468,-0.03697335987794572,0.025275974430774152,69.70429852432832,74.92234382462605,False
2828,Linear Regression,17767,2026-05-29 -> 2026-07-06,-0.056610148611400124,-0.0017333469728439965,0.0011060232218902868,81.72057832633296,74.52879392391792,False
2828,Random Forest (d=5),17767,2026-05-29 -> 2026-07-06,-0.024400090095211047,-0.004078914018915691,0.0025665943312527836,80.46533923225628,74.34116928333083,False
2828,Gradient Boosting (d=5),17767,2026-05-29 -> 2026-07-06,-0.034245758113519154,-0.029458758985730072,0.019885288402817267,80.85109697696386,74.31558977849097,False
2831,Linear Regression,17788,2026-05-29 -> 2026-07-06,-0.04161727533730564,-0.00217731386232789,0.0025372238815884727,60.067977630161295,77.51081527915862,False
2831,Random Forest (d=5),17788,2026-05-29 -> 2026-07-06,-0.03496867559882544,-0.003729586698669052,0.004151994242865737,59.87596503632725,77.55915388380585,False
2831,Gradient Boosting (d=5),17788,2026-05-29 -> 2026-07-06,-0.05318044422738266,-0.033485134723516996,0.02367387686213622,60.40046978480225,77.54882070140948,False
