machineId,model_name,n_running,test_period,test_R2,train_CV_R2_mean,train_CV_R2_std,RMSE,MAPE
2821,Linear Regression (Lags 1-4),17823,2026-05-29 -> 2026-07-06,-0.021245910496545006,-0.0017223582073008447,0.0007216172237764614,70.60318523531515,74.70522993235473
2821,Random Forest (Lags 1-4),17823,2026-05-29 -> 2026-07-06,-0.029479339573763363,-0.003890394283627252,0.003104021216578905,70.88722033800532,74.74034574958438
2828,Linear Regression (Lags 1-4),17763,2026-05-29 -> 2026-07-06,-0.10440768756878205,-0.0006452500908349368,0.0007038195757656226,83.5602474756865,74.67372080377717
2828,Random Forest (Lags 1-4),17763,2026-05-29 -> 2026-07-06,-0.06051373280276828,-0.004914554636947876,0.0031278840847288013,81.882888674457,74.59565556182548
2831,Linear Regression (Lags 1-4),17784,2026-05-29 -> 2026-07-06,-0.06132746332341554,-0.0005358017472527621,0.0007680827309639883,60.64194745181259,77.4956033539921
2831,Random Forest (Lags 1-4),17784,2026-05-29 -> 2026-07-06,-0.02348353279760662,-0.003244062848657747,0.0030918080816831686,59.55097389897321,77.40676319638273
